 0.5120557, 0.5120557, 0.5120557
 0.5088374, 0.5088374, 0.5088374
 0.50570387, 0.50570387, 0.50570387
 0.50265008, 0.50265008, 0.50265008
 0.49966523, 0.49966523, 0.49966523
 0.49667239, 0.49667239, 0.49667239
 0.49363917, 0.49363917, 0.49363917
 0.49050665, 0.49050665, 0.49050665
 0.48721701, 0.48721701, 0.48721701
 0.48370293, 0.48370293, 0.48370293
 0.47987926, 0.47987926, 0.47987926
 0.4756867, 0.4756867, 0.4756867
 0.47104686, 0.47104686, 0.47104686
 0.46587929, 0.46587929, 0.46587929
 0.46007618, 0.46007618, 0.46007618
 0.4535301, 0.4535301, 0.4535301
 0.44610322, 0.44610322, 0.44610322
 0.43763342, 0.43763342, 0.43763342
 0.42794064, 0.42794064, 0.42794064
 0.41680571, 0.41680571, 0.41680571
 0.40396768, 0.40396768, 0.40396768
 0.38911504, 0.38911504, 0.38911504
 0.37188858, 0.37188858, 0.37188858
 0.35184363, 0.35184363, 0.35184363
 0.32916048, 0.32916048, 0.32916048
 0.30409315, 0.30409315, 0.30409315
 0.27696243, 0.27696243, 0.27696243
 0.24814755, 0.24814755, 0.24814755
 0.21809939, 0.21809939, 0.21809939
 0.18736891, 0.18736891, 0.18736891
 0.15688744, 0.15688744, 0.15688744
