 142.65651, 142.65651, 142.65651
 122.53139, 122.53139, 122.53139
 105.24632, 105.24632, 105.24632
 90.400604, 90.400604, 90.400604
 77.648293, 77.648293, 77.648293
 66.695633, 66.695633, 66.695633
 57.287247, 57.287247, 57.287247
 49.207176, 49.207176, 49.207176
 42.229496, 42.229496, 42.229496
 36.193142, 36.193142, 36.193142
 30.967966, 30.967966, 30.967966
 26.530565, 26.530565, 26.530565
 22.789724, 22.789724, 22.789724
 19.723377, 19.723377, 19.723377
 17.231424, 17.231424, 17.231424
 15.218018, 15.218018, 15.218018
 13.566882, 13.566882, 13.566882
 12.197994, 12.197994, 12.197994
 11.063433, 11.063433, 11.063433
 10.119224, 10.119224, 10.119224
 9.3333206, 9.3333206, 9.3333206
 8.6775665, 8.6775665, 8.6775665
 8.1195812, 8.1195812, 8.1195812
 7.6368446, 7.6368446, 7.6368446
 7.2127557, 7.2127557, 7.2127557
 6.8345523, 6.8345523, 6.8345523
 6.4915452, 6.4915452, 6.4915452
 6.1761265, 6.1761265, 6.1761265
 5.889533, 5.889533, 5.889533
 5.6278148, 5.6278148, 5.6278148
 5.3848495, 5.3848495, 5.3848495
 5.1579957, 5.1579957, 5.1579957
 4.9471416, 4.9471416, 4.9471416
 4.7518067, 4.7518067, 4.7518067
 4.5718455, 4.5718455, 4.5718455
 4.4071054, 4.4071054, 4.4071054
 4.2551131, 4.2551131, 4.2551131
 4.1120758, 4.1120758, 4.1120758
 3.9749358, 3.9749358, 3.9749358
 3.8452537, 3.8452537, 3.8452537
 3.7235801, 3.7235801, 3.7235801
 3.6103983, 3.6103983, 3.6103983
 3.5059288, 3.5059288, 3.5059288
 3.4095399, 3.4095399, 3.4095399
 3.3206799, 3.3206799, 3.3206799
 3.2387934, 3.2387934, 3.2387934
 3.1633153, 3.1633153, 3.1633153
 3.0931637, 3.0931637, 3.0931637
 3.0274451, 3.0274451, 3.0274451
 2.9653831, 2.9653831, 2.9653831
 2.9059448, 2.9059448, 2.9059448
 2.8492229, 2.8492229, 2.8492229
 2.7941623, 2.7941623, 2.7941623
 2.7400122, 2.7400122, 2.7400122
 2.6863868, 2.6863868, 2.6863868
 2.6334178, 2.6334178, 2.6334178
 2.5813007, 2.5813007, 2.5813007
 2.5302308, 2.5302308, 2.5302308
 2.4807117, 2.4807117, 2.4807117
 2.4331188, 2.4331188, 2.4331188
 2.3871596, 2.3871596, 2.3871596
 2.3425827, 2.3425827, 2.3425827
 2.2991574, 2.2991574, 2.2991574
 2.2566643, 2.2566643, 2.2566643
 2.2149293, 2.2149293, 2.2149293
 2.1737919, 2.1737919, 2.1737919
 2.133095, 2.133095, 2.133095
 2.0932939, 2.0932939, 2.0932939
 2.0543852, 2.0543852, 2.0543852
 2.0163722, 2.0163722, 2.0163722
 1.9792355, 1.9792355, 1.9792355
 1.9429768, 1.9429768, 1.9429768
 1.9077561, 1.9077561, 1.9077561
 1.8737608, 1.8737608, 1.8737608
 1.8411543, 1.8411543, 1.8411543
 1.8100756, 1.8100756, 1.8100756
 1.7806674, 1.7806674, 1.7806674
 1.7530265, 1.7530265, 1.7530265
 1.727224, 1.727224, 1.727224
 1.7030417, 1.7030417, 1.7030417
 1.6802502, 1.6802502, 1.6802502
 1.6586264, 1.6586264, 1.6586264
 1.637964, 1.637964, 1.637964
 1.618121, 1.618121, 1.618121
 1.5989231, 1.5989231, 1.5989231
 1.5802213, 1.5802213, 1.5802213
 1.5618962, 1.5618962, 1.5618962
 1.5439417, 1.5439417, 1.5439417
 1.5263594, 1.5263594, 1.5263594
 1.5091548, 1.5091548, 1.5091548
 1.4923111, 1.4923111, 1.4923111
 1.4758359, 1.4758359, 1.4758359
 1.4597176, 1.4597176, 1.4597176
 1.4439591, 1.4439591, 1.4439591
 1.4285529, 1.4285529, 1.4285529
 1.4132956, 1.4132956, 1.4132956
 1.3980012, 1.3980012, 1.3980012
 1.3825027, 1.3825027, 1.3825027
 1.3668472, 1.3668472, 1.3668472
 1.3510958, 1.3510958, 1.3510958
 1.3352956, 1.3352956, 1.3352956
 1.3194909, 1.3194909, 1.3194909
 1.3037187, 1.3037187, 1.3037187
 1.2880198, 1.2880198, 1.2880198
 1.2724385, 1.2724385, 1.2724385
 1.2569928, 1.2569928, 1.2569928
 1.2417169, 1.2417169, 1.2417169
 1.2266464, 1.2266464, 1.2266464
 1.2117971, 1.2117971, 1.2117971
 1.1972377, 1.1972377, 1.1972377
 1.1830345, 1.1830345, 1.1830345
 1.16924, 1.16924, 1.16924
 1.1559172, 1.1559172, 1.1559172
 1.1431047, 1.1431047, 1.1431047
 1.1308482, 1.1308482, 1.1308482
 1.1191874, 1.1191874, 1.1191874
 1.1081001, 1.1081001, 1.1081001
 1.0975645, 1.0975645, 1.0975645
 1.0875558, 1.0875558, 1.0875558
 1.077981, 1.077981, 1.077981
 1.0687413, 1.0687413, 1.0687413
 1.0597607, 1.0597607, 1.0597607
 1.0509516, 1.0509516, 1.0509516
 1.042312, 1.042312, 1.042312
 1.0338193, 1.0338193, 1.0338193
 1.0254772, 1.0254772, 1.0254772
 1.0172679, 1.0172679, 1.0172679
 1.0091829, 1.0091829, 1.0091829
 1.0012213, 1.0012213, 1.0012213
 0.9933728, 0.9933728, 0.9933728
 0.98562121, 0.98562121, 0.98562121
 0.97798765, 0.97798765, 0.97798765
 0.97045225, 0.97045225, 0.97045225
 0.96303618, 0.96303618, 0.96303618
 0.9557277, 0.9557277, 0.9557277
 0.94853771, 0.94853771, 0.94853771
 0.94146389, 0.94146389, 0.94146389
 0.93450505, 0.93450505, 0.93450505
 0.92766774, 0.92766774, 0.92766774
 0.9209587, 0.9209587, 0.9209587
 0.91437131, 0.91437131, 0.91437131
 0.90791774, 0.90791774, 0.90791774
 0.90159166, 0.90159166, 0.90159166
 0.89539993, 0.89539993, 0.89539993
 0.88934249, 0.88934249, 0.88934249
 0.88343024, 0.88343024, 0.88343024
 0.87765926, 0.87765926, 0.87765926
 0.87203497, 0.87203497, 0.87203497
 0.86645317, 0.86645317, 0.86645317
 0.8608104, 0.8608104, 0.8608104
 0.85510075, 0.85510075, 0.85510075
 0.84933186, 0.84933186, 0.84933186
 0.84349531, 0.84349531, 0.84349531
 0.83758622, 0.83758622, 0.83758622
 0.83161497, 0.83161497, 0.83161497
 0.82556868, 0.82556868, 0.82556868
 0.81945705, 0.81945705, 0.81945705
 0.81326962, 0.81326962, 0.81326962
 0.80701756, 0.80701756, 0.80701756
 0.80069107, 0.80069107, 0.80069107
 0.7942946, 0.7942946, 0.7942946
 0.78782874, 0.78782874, 0.78782874
 0.78129321, 0.78129321, 0.78129321
 0.77468961, 0.77468961, 0.77468961
 0.76802468, 0.76802468, 0.76802468
 0.7612884, 0.7612884, 0.7612884
 0.75449944, 0.75449944, 0.75449944
 0.74765617, 0.74765617, 0.74765617
 0.74076426, 0.74076426, 0.74076426
 0.73382866, 0.73382866, 0.73382866
 0.72686023, 0.72686023, 0.72686023
 0.71986115, 0.71986115, 0.71986115
 0.71284443, 0.71284443, 0.71284443
 0.70582408, 0.70582408, 0.70582408
 0.69881523, 0.69881523, 0.69881523
 0.69183695, 0.69183695, 0.69183695
 0.68489611, 0.68489611, 0.68489611
 0.67800802, 0.67800802, 0.67800802
 0.67118287, 0.67118287, 0.67118287
 0.66444916, 0.66444916, 0.66444916
 0.6578117, 0.6578117, 0.6578117
 0.65129882, 0.65129882, 0.65129882
 0.64492786, 0.64492786, 0.64492786
 0.63871151, 0.63871151, 0.63871151
 0.63267446, 0.63267446, 0.63267446
 0.62683707, 0.62683707, 0.62683707
 0.62121558, 0.62121558, 0.62121558
 0.6158334, 0.6158334, 0.6158334
 0.6107161, 0.6107161, 0.6107161
 0.60588056, 0.60588056, 0.60588056
 0.60135549, 0.60135549, 0.60135549
 0.59716499, 0.59716499, 0.59716499
 0.59333611, 0.59333611, 0.59333611
 0.58989424, 0.58989424, 0.58989424
 0.58687121, 0.58687121, 0.58687121
 0.5842244, 0.5842244, 0.5842244
 0.58189607, 0.58189607, 0.58189607
 0.57984585, 0.57984585, 0.57984585
 0.57802135, 0.57802135, 0.57802135
 0.57636893, 0.57636893, 0.57636893
 0.57483631, 0.57483631, 0.57483631
 0.57335943, 0.57335943, 0.57335943
 0.5718832, 0.5718832, 0.5718832
 0.57032943, 0.57032943, 0.57032943
 0.56863326, 0.56863326, 0.56863326
 0.566724, 0.566724, 0.566724
 0.5645805, 0.5645805, 0.5645805
 0.5621863, 0.5621863, 0.5621863
 0.55961508, 0.55961508, 0.55961508
 0.55694276, 0.55694276, 0.55694276
 0.5542531, 0.5542531, 0.5542531
 0.55163431, 0.55163431, 0.55163431
 0.54914439, 0.54914439, 0.54914439
 0.54683769, 0.54683769, 0.54683769
 0.54464483, 0.54464483, 0.54464483
 0.54248166, 0.54248166, 0.54248166
 0.54026425, 0.54026425, 0.54026425
 0.53789806, 0.53789806, 0.53789806
 0.53528517, 0.53528517, 0.53528517
 0.53232324, 0.53232324, 0.53232324
 0.52909386, 0.52909386, 0.52909386
 0.52569878, 0.52569878, 0.52569878
 0.52224678, 0.52224678, 0.52224678
 0.51878649, 0.51878649, 0.51878649
 0.51536965, 0.51536965, 0.51536965
